Region,Channels,total_spike_count,all_spike_times,all_spike_types
Temporal_Mid_R,RA1-RA2+RA9-RA10+RA11-RA12+RH11-RH12,434,"[32.745, 45.96, 55.315, 60.18, 64.3, 118.57, 119.115, 121.8, 125.655, 129.845, 132.385, 133.35, 136.065, 136.44, 147.345, 153.9, 176.645, 199.99, 203.8, 230.35, 237.475, 263.18, 298.695, 327.56, 336.69, 346.53, 353.615, 354.975, 357.65, 361.65, 363.695, 364.48, 369.675, 396.36, 429.855, 429.96, 438.95, 440.55, 486.625, 509.02, 518.13, 522.265, 525.505, 526.4300000000001, 539.5550000000001, 546.975, 577.5550000000001, 583.385, 591.105, 603.525, 634.22, 640.11, 641.865, 643.695, 647.01, 657.22, 660.12, 676.0699999999999, 695.95, 699.1800000000001, 711.48, 732.915, 735.435, 738.29, 741.3050000000001, 752.77, 754.27, 769.28, 787.575, 812.365, 822.985, 823.72, 829.565, 833.67, 837.085, 854.605, 854.885, 855.645, 873.025, 979.88, 1003.01, 1003.01, 1013.015, 1014.36, 1030.485, 1038.2, 1042.705, 1044.97, 1060.095, 1067.165, 1070.88, 1116.695, 1123.905, 1124.985, 1133.11, 1140.845, 1143.765, 1174.74, 1185.54, 1215.045, 1219.52, 1255.05, 1270.97, 1304.915, 1312.685, 1321.42, 1336.62, 1351.24, 1361.475, 1364.795, 1365.77, 1396.865, 1399.345, 1406.75, 1422.725, 1454.625, 1456.65, 1492.565, 1555.6, 1574.26, 1602.215, 1632.915, 1634.105, 1639.135, 1653.41, 1655.6, 1660.245, 1698.025, 1704.015, 1711.805, 1714.81, 1791.405, 1820.56, 1829.49, 1851.965, 1869.075, 1901.845, 1914.865, 1921.73, 1924.12, 1930.615, 1933.815, 1959.695, 1975.45, 1976.185, 1976.19, 2010.105, 2014.32, 2021.44, 2024.95, 2029.615, 2031.99, 2042.25, 2043.185, 2049.47, 2065.43, 2080.925, 2086.84, 2105.55, 2121.275, 2129.04, 2146.62, 2148.59, 2150.805, 2163.455, 2201.57, 2258.805, 2277.51, 2277.775, 2359.615, 2359.92, 2364.225, 2365.57, 2397.06, 2403.79, 2410.145, 2426.26, 2430.95, 2435.175, 2436.38, 2455.93, 2508.725, 2510.925, 2527.585, 2532.615, 2539.96, 2554.96, 2571.43, 2589.575, 2595.985, 2619.2, 2621.445, 2629.135, 2641.12, 2655.275, 2672.825, 2695.17, 2704.365, 2704.71, 2714.58, 2726.385, 2727.435, 2741.225, 2742.54, 2756.15, 2772.745, 2774.415, 2791.66, 2795.99, 2797.28, 2798.065, 2851.45, 2853.6, 2860.185, 2873.36, 2899.08, 2923.63, 2941.985, 2947.085, 2954.77, 2965.03, 2973.675, 2998.49, 3001.305, 3030.9835, 3038.875, 3041.355, 3080.91, 3098.675, 3105.94, 3110.795, 3122.07, 3126.77, 3165.185, 3207.82, 3214.11, 3235.395, 3296.635, 3341.0, 3342.505, 3344.53, 3371.575, 3457.805, 3477.84, 3478.62, 3489.715, 3553.435, 3577.965, 3589.535, 3592.375, 3610.82, 3631.815, 3643.08, 3654.045, 3659.995, 3721.89, 3725.21, 3733.92, 3735.945, 3744.686625, 3769.435, 3772.93, 3779.63, 3793.275, 3804.465, 3817.635, 3819.06, 3821.235, 3872.44, 3886.695, 3890.635, 3914.15, 3936.715, 3963.72, 3964.405, 3970.325, 4004.1, 4027.89, 4058.425, 4070.45, 4106.14, 4158.025, 4163.785, 4186.83, 4201.48, 4215.405, 4231.655, 4238.34, 4270.005, 4280.13, 4296.26, 4319.415, 4359.13, 4363.485, 4365.91, 4369.16, 4370.395, 4388.13, 4412.33, 4412.64, 4464.36, 4477.145, 4481.505, 4489.295, 4501.615, 4503.075, 4529.795, 4535.49, 4536.525, 4545.12, 4573.99, 4617.77, 4619.875, 4626.72, 4666.645, 4714.915, 4715.955, 4717.005, 4719.515, 4731.3, 4763.27, 4771.875, 4782.465, 4787.54, 4805.51, 4814.03, 4848.935, 4854.11, 4861.395, 4869.02, 4881.875, 4911.65, 4913.7, 4969.565, 4970.84, 4970.89, 4992.545, 5007.205, 5011.67, 5013.76, 5029.235, 5035.755, 5063.065, 5064.995, 5084.1, 5100.53, 5103.84, 5109.055, 5114.545, 5128.27, 5158.625, 5209.0, 5222.925, 5223.81, 5227.0, 5229.91, 5231.58, 5236.71, 5237.435, 5272.995, 5277.565, 5287.645, 5317.75, 5348.01, 5353.81, 5362.7, 5370.47, 5374.325, 5380.92, 5389.655, 5439.66, 5467.47, 5486.78, 5514.395, 5515.76, 5538.215, 5549.425, 5563.12, 5576.22, 5590.755, 5592.24, 5604.5, 5648.29, 5658.72, 5674.55, 5689.36, 5711.905, 5726.23, 5731.5, 5736.185, 5740.985, 5741.11, 5743.49, 5752.27, 5755.97, 5763.845, 5798.55, 5815.675, 5829.235, 5838.385, 5840.735, 5842.69, 5845.395, 5845.7, 5858.35, 5895.74, 5895.87, 5922.26, 5925.5, 5932.88, 5948.745, 5976.97, 5982.56, 5984.95, 5994.53, 6001.445, 6004.045, 6008.695, 6010.985, 6029.655, 6032.235, 6037.425, 6055.91, 6063.92, 6077.16, 6081.59, 6082.01, 6107.91, 6110.825, 6114.12, 6157.37, 6166.295, 6172.49, 6176.19]","['p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_poly', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_poly', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_poly', 'p_poly', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike']"
ParaHippocampal_R,RA2-RA3+RA3-RA4+RA4-RA5+RA10-RA11+RH1-RH2,622,"[5.355, 55.31, 60.195, 85.505, 85.51, 96.27, 104.435, 143.155, 143.66, 167.105, 184.51, 184.595, 186.185, 215.9, 222.78, 230.355, 237.465, 243.785, 282.915, 320.795, 347.22, 347.225, 347.23, 347.235, 351.245, 354.955, 356.305, 361.655, 363.18, 394.845, 394.875, 394.885, 400.28, 419.655, 456.325, 467.5225625, 490.895, 497.57, 497.59, 497.6, 513.565, 514.28, 517.105, 517.16, 522.11, 526.42, 544.41, 544.415, 559.115, 575.6600000000001, 579.48, 583.385, 583.4, 598.38, 598.415, 598.435, 603.52, 606.8, 610.06, 641.83, 680.785, 685.165, 687.2, 688.04, 688.06, 688.085, 705.29, 711.125, 711.48, 713.81, 735.435, 735.485, 741.29, 754.235, 754.265, 779.4300000000001, 779.4300000000001, 783.38, 787.8975625, 807.285, 807.285, 818.505, 823.735, 828.4449999999999, 833.65, 833.665, 836.38, 854.895, 858.285, 865.52, 868.735, 892.525, 897.11, 924.865, 958.79, 965.82, 966.255, 969.635, 979.885, 992.895, 992.905, 1002.955, 1003.955, 1007.37, 1007.385, 1013.96, 1016.01, 1016.075, 1025.48, 1025.555, 1030.63, 1044.93, 1055.375, 1070.885, 1076.675, 1078.935, 1084.495, 1088.625, 1116.725, 1116.84, 1153.315, 1155.5, 1164.34, 1169.285, 1170.85, 1170.89, 1172.325, 1172.33, 1172.335, 1172.345, 1181.99, 1182.15, 1182.16, 1190.945, 1190.965, 1190.985, 1191.06, 1230.9, 1250.295, 1270.99, 1271.005, 1289.04, 1289.045, 1296.11, 1312.705, 1355.255, 1355.3, 1363.45, 1363.45, 1365.785, 1367.73, 1383.765, 1383.895, 1384.27, 1424.66, 1433.6, 1434.135, 1466.665, 1467.185, 1467.235, 1475.785, 1484.455, 1492.55, 1492.575, 1492.7, 1497.415, 1497.42, 1519.895, 1528.995, 1539.11, 1550.39, 1561.92, 1574.29, 1574.335, 1574.83, 1574.895, 1612.5, 1653.435, 1653.455, 1653.495, 1653.805, 1676.84, 1697.77, 1704.075, 1704.11, 1704.49, 1723.095, 1735.355, 1792.945, 1792.945, 1812.015, 1855.42, 1868.93, 1907.13, 1909.49, 1947.47, 1961.215, 1985.44, 2005.89, 2023.785, 2031.825, 2049.24, 2049.33, 2049.405, 2086.815, 2086.85, 2089.43, 2098.3, 2098.31, 2122.3, 2122.305, 2135.0, 2144.73, 2150.785, 2150.8, 2150.86, 2150.915, 2160.745, 2160.745, 2172.225, 2172.335, 2191.645, 2252.0, 2277.75, 2277.77, 2277.825, 2279.355, 2291.56, 2291.565, 2334.585, 2334.59, 2363.13, 2364.39, 2403.865, 2403.885, 2404.24, 2425.935, 2425.945, 2438.83, 2456.125, 2482.525, 2482.54, 2482.59, 2491.51865625, 2495.28, 2524.105, 2524.13, 2524.13, 2527.595, 2527.615, 2541.175, 2541.18, 2570.285, 2619.185, 2619.2, 2619.26, 2631.975, 2656.26, 2656.795, 2657.73, 2672.88, 2702.39, 2702.445, 2704.69, 2704.69, 2704.735, 2704.775, 2726.115, 2742.54, 2744.29, 2744.63, 2779.535, 2783.71, 2797.115, 2812.875, 2814.28, 2814.295, 2822.265, 2835.28, 2852.705, 2853.585, 2891.37, 2893.84, 2897.56, 2897.575, 2899.15, 2923.52, 2943.45, 2955.725, 2965.01, 2965.04, 2965.045, 2965.085, 2973.65, 2973.65, 2973.69, 2973.735, 2998.475, 3003.62, 3003.625, 3026.94, 3031.615, 3036.765, 3036.8, 3039.35, 3052.255, 3121.86, 3121.86, 3127.25, 3127.27, 3147.155, 3149.985, 3222.04, 3222.98, 3237.69, 3239.285, 3240.18, 3240.975, 3323.8, 3344.505, 3344.555, 3344.89, 3362.78, 3362.79, 3362.795, 3407.35, 3437.19, 3438.57, 3438.58, 3489.67, 3554.335, 3554.38, 3575.445, 3575.455, 3589.535, 3613.165, 3651.925, 3651.935, 3651.94, 3654.03, 3667.03, 3667.04, 3667.04, 3706.04, 3733.65, 3733.905, 3754.825, 3779.38, 3779.38, 3779.385, 3779.39, 3790.025, 3793.25, 3793.255, 3793.295, 3900.145, 3914.13, 3914.135, 3914.15, 3914.215, 3932.0, 3932.715, 3938.965, 3964.195, 3964.395, 3964.45, 3974.365, 3974.395, 4028.4, 4070.425, 4070.435, 4070.495, 4076.94, 4081.19, 4081.195, 4098.195, 4106.115, 4106.15, 4106.15, 4106.2, 4114.945, 4130.555, 4143.675, 4143.68, 4143.98, 4147.76, 4158.27, 4163.05, 4163.095, 4163.755, 4181.43, 4183.44, 4183.47, 4186.82, 4191.415, 4201.325, 4201.325, 4208.405, 4208.41, 4209.105, 4216.635, 4220.72, 4229.35, 4229.905, 4229.92, 4236.785, 4236.785, 4258.12, 4260.045, 4265.895, 4267.735, 4298.38, 4303.045, 4313.94, 4315.65, 4315.67, 4336.825, 4348.335, 4365.36, 4368.855, 4370.53, 4381.53, 4413.39, 4425.43, 4431.23, 4431.235, 4460.795, 4460.925, 4464.36, 4477.135, 4479.645, 4481.525, 4485.415, 4486.24, 4489.405, 4498.29, 4500.235, 4500.245, 4545.095, 4545.105, 4545.19, 4605.175, 4607.725, 4626.715, 4714.91, 4738.795, 4760.64, 4765.565, 4774.54, 4774.59, 4815.23, 4819.96, 4822.31, 4848.915, 4848.95, 4849.325, 4869.875, 4869.915, 4891.585, 4911.635, 4917.46, 4920.585, 4934.055, 4951.645, 4951.645, 4975.305, 5011.51, 5012.02, 5012.025, 5013.76, 5013.785, 5013.81, 5028.15, 5061.065, 5125.37, 5132.235, 5173.33, 5173.335, 5173.405, 5185.83, 5190.805, 5208.975, 5208.99, 5209.045, 5220.155, 5222.9, 5222.92, 5222.97, 5260.04, 5276.715, 5276.72, 5362.68, 5362.7, 5362.71, 5362.76, 5364.54, 5367.95, 5370.695, 5372.84, 5374.295, 5374.305, 5374.325, 5374.375, 5403.655, 5405.515, 5410.245, 5416.38, 5416.385, 5421.255, 5431.565, 5453.865, 5467.44, 5467.45, 5467.46, 5467.52, 5486.75, 5486.77, 5486.825, 5487.87, 5488.63, 5494.47, 5494.52, 5495.215, 5496.51, 5500.18, 5514.385, 5514.385, 5521.99, 5548.87, 5551.465, 5558.25, 5563.81, 5573.57, 5576.205, 5580.935, 5595.345, 5607.23, 5609.275, 5615.83, 5615.83, 5618.665, 5628.01, 5644.16, 5646.44, 5646.445, 5646.46, 5649.505, 5649.59, 5650.825, 5653.37, 5653.81, 5656.03, 5668.63, 5676.015, 5676.03, 5678.31, 5687.225, 5688.575, 5696.88, 5696.915, 5713.255, 5732.87, 5741.12, 5741.135, 5741.135, 5745.565, 5749.455, 5751.51, 5761.78, 5767.385, 5767.395, 5767.41, 5773.41, 5801.75, 5807.705, 5822.075, 5830.225, 5840.7, 5851.27, 5856.23, 5881.405, 5882.485, 5896.985, 5907.31, 5917.06, 5919.29, 5922.245, 5922.29, 5931.91, 5933.165, 5937.595, 5937.62, 5952.345, 5962.185, 5974.695, 5982.37, 5984.97, 6000.015, 6012.075, 6022.085, 6031.955, 6040.115, 6058.5, 6063.67, 6063.675, 6070.87, 6088.16, 6091.405, 6094.16, 6094.16, 6106.975, 6109.405, 6110.825, 6111.125, 6111.21, 6113.395, 6113.4, 6142.965, 6144.67, 6145.62, 6152.115, 6169.945]","['p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_poly', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_poly', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_poly', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_poly', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_sw', 'p_spike', 'p_poly', 'p_spike', 'p_poly', 'p_sw', 'p_spike', 'p_sw', 'p_sw', 'p_spike', 'p_spike', 'p_poly', 'p_spike', 'p_spike', 'p_sw', 'p_poly', 'p_sw', 'p_spike', 'p_poly', 'p_sw', 'p_sw', 'p_sw', 'p_poly', 'p_sw', 'p_poly', 'p_spike', 'p_poly']"
